Date-Time,Index,Signal,1m_pct_change,3m_pct_change,6m_pct_change,Return,3m_volatility,6m_volatility
2000-05-31,21.137407407407405,0,0.017801857585139302,0.04755873715124803,-0.06298126652108971,0.017801857585139302,0.19349825758269035,0.18415313995731888
2000-06-30,20.483444444444444,1,-0.030938655359113998,-0.05294278815692588,-0.08375772435844342,-0.030938655359113998,0.10744425217218449,0.18657811837324068
2000-07-31,20.508518518518517,0,0.0012241141445756831,-0.012480204305830966,-0.07087605080792658,0.0012241141445756831,0.08584757331220898,0.18771493564789332
2000-08-31,20.05185185185185,1,-0.022267169920358265,-0.05135708153002394,-0.006240822320117467,-0.022267169920358265,0.057645100899928144,0.1430305954873698
2000-09-30,21.000555555555554,1,0.04731252308828959,0.025245320068781663,-0.0290340257204994,0.04731252308828959,0.12261578646455039,0.11463425180372695
2000-10-31,21.374925925925925,1,0.017826688888300968,0.042246221082477,0.02923877530638741,0.017826688888300968,0.12098153257266665,0.1000154052847383
2000-11-30,21.826592592592593,1,0.02113067751588482,0.08850757295899525,0.03260500078849171,0.02113067751588482,0.0559610542591484,0.1011298221645595
2000-12-31,22.723333333333333,1,0.041084779355119005,0.08203486680246552,0.10935118334047544,0.041084779355119005,0.0435894779327403,0.08905318551093332
2001-01-31,23.187037037037037,0,0.020406500089645174,0.08477742179743308,0.13060516858396687,0.020406500089645174,0.04065173665505894,0.08454383632556974
2001-02-28,22.885185185185183,0,-0.013018129542368917,0.04850013065950787,0.14130033247137042,-0.013018129542368917,0.09457189699470048,0.07349578714079302
